x	AcX	AcY	AcZ
717.00	-32768	-16236	7284
718.00	15036	21472	16328
719.00	-27476	-20128	-10456
720.00	-9192	19048	18556
721.00	5628	16868	3668
722.00	-32768	-22860	-5200
723.00	7832	20140	18592
724.00	-9616	-18916	-6064
725.00	-32768	-12280	7208
726.00	8388	21736	13884
727.00	-32768	-22820	-6452
728.00	-32768	-3964	10408
729.00	1464	17000	5532
730.00	-32768	-18824	-7084
731.00	5816	21040	19596
732.00	-3040	-17336	-4824
733.00	-32768	-12176	7572
734.00	4380	22928	14456
735.00	-32768	-16292	-10728
736.00	-11940	15660	17584
737.00	7068	6308	-2748
738.00	-32768	-25192	-1652
739.00	2756	23992	18652
740.00	-19496	-21708	-7904
741.00	-22588	12772	18400
742.00	11580	18688	11452
743.00	-32768	-20352	-8676
744.00	-15984	19308	16484
745.00	3684	-1356	-224
746.00	-32768	-22392	1080
747.00	11028	14512	2516
748.00	-32768	-27612	-4684
749.00	2232	20320	20204
750.00	-15152	-23384	-5544
751.00	-32768	-8500	11784
752.00	12308	17280	8200
753.00	-32768	-21548	-5844
754.00	-572	18612	17484
755.00	-11604	-14632	-4908
756.00	-32768	-13872	4764
757.00	14192	22812	15124
758.00	-24408	-24100	-8560
759.00	-22696	12440	18228
760.00	-1560	7472	4076
761.00	-32768	-27048	-1084
762.00	9716	23024	19768
763.00	-6012	-23284	-7400
764.00	-32768	-12496	7536
765.00	6188	24736	10444
766.00	-32768	-22496	1552
767.00	5848	22928	16356
768.00	-19008	-21408	-9040
769.00	-25168	9608	14872
770.00	5832	17888	7208
771.00	-32768	-24548	-4484
772.00	-144	18768	20636
773.00	-3904	-11364	-5952
774.00	-32768	-10292	6340
775.00	6920	21000	13896
776.00	-32768	-21496	-8144
777.00	-18004	17448	20188
778.00	8996	3612	1284
779.00	-32768	-25984	-1568
780.00	2928	23840	16880
781.00	-23820	-21308	-9480
782.00	-32768	4412	14928
783.00	14204	23372	10280
784.00	-32768	-24428	-9364
785.00	-16788	19148	19020
786.00	-28728	-28520	-8284
787.00	-31836	13052	17692
788.00	6904	12320	6860
789.00	-32768	-25768	-3336
790.00	6156	16740	17128
791.00	-16804	-16716	-7532
792.00	-32768	6192	14652
793.00	6064	16992	5936
794.00	-32768	-24592	-4744
795.00	5368	19908	19216
796.00	-9580	-18180	-4240
797.00	-32768	-13988	7448
798.00	7468	21912	15216
799.00	-26272	-16764	-10536
800.00	-17888	13672	16428
801.00	-640	9172	-912
802.00	-32768	-24552	-3028
803.00	5804	17552	19236
804.00	-4936	-15436	-5904
805.00	-16928	14736	18024
806.00	2832	-3692	-4336
807.00	-32768	-21872	2472
808.00	3672	22784	16980
809.00	-26856	-16656	-9100
810.00	-22692	11276	15932
811.00	9044	13884	1508
812.00	-32768	-28040	-5328
813.00	-240	22844	18484
814.00	-9508	-20572	-4728
815.00	-32768	-7800	9640
816.00	9616	21852	10732
817.00	-32768	-21004	-10408
818.00	-17880	16164	16596
819.00	4580	3520	-1184
820.00	-32768	-23088	328
821.00	6688	19108	17012
822.00	-25912	-20884	-9604
823.00	-32768	4844	12832
824.00	-9104	-9856	-4336
825.00	-32768	-16672	6044
826.00	14020	24584	15548
827.00	-28400	-19248	-12220
828.00	-30116	12208	15880
829.00	1332	13256	-156
830.00	-32768	-25952	-3448
831.00	12092	23544	18512
832.00	-14420	-24536	-7740
833.00	-32768	-3912	11044
834.00	7560	24004	9420
835.00	-31780	-20824	-8696
836.00	8460	19664	19344
837.00	-7084	-14976	-8272
838.00	-32768	-11384	5904
839.00	7124	23296	11368
840.00	-30556	-20600	-8604
841.00	-12224	18588	18008
842.00	1540	3264	120
843.00	-32768	-27244	-1240
844.00	3568	22296	14680
845.00	-32768	-17128	-11704
846.00	-16292	13016	17152
847.00	8928	8992	-652
848.00	-32768	-26600	-2800
849.00	1088	21544	19388
850.00	-18364	-21276	-8212
851.00	-30476	556	12252
852.00	12740	21932	5892
853.00	-32768	-26308	-7692
854.00	-9948	20832	19540
855.00	-3516	-8756	-1996
856.00	-32768	-17132	3716
857.00	9908	22708	12732
858.00	-32264	-19928	-11244
859.00	-17168	18432	18680
860.00	-364	-2308	-1364
861.00	-32768	-23880	1156
862.00	12060	22200	17092
863.00	-32768	-26452	-3588
864.00	-18912	15452	18920
865.00	-2804	4692	-660
866.00	-32768	-24784	1604
867.00	12644	21672	17820
868.00	-17848	-20592	-11548
869.00	-23628	13000	17316
870.00	-576	10484	4484
871.00	-32768	-25848	-2448
872.00	11380	20056	18456
873.00	-11104	-19336	-8456
874.00	-32768	-2460	11868
875.00	4604	21392	12648
876.00	-32768	-19368	-6300
877.00	-1456	20284	18944
878.00	380	-7572	-4044
879.00	-32768	-22340	1760
880.00	6136	26684	15068
881.00	-24056	-25308	-7292
882.00	-22120	12660	17612
883.00	5320	21388	14880
884.00	-32768	-18952	-10836
885.00	-25444	10140	15308
886.00	11536	14064	3588
887.00	-32768	-25620	-5336
888.00	-2484	21216	19344
889.00	-10600	-16568	-5156
890.00	-32768	-8336	8588
891.00	12948	22636	10320
892.00	-32768	-24488	-7920
893.00	-6364	18872	18864
894.00	-8356	-6620	-7016
895.00	-32768	-16228	4668
896.00	14012	20020	15832
897.00	-32768	-21596	-10068
898.00	-28608	14572	18020
899.00	3388	12040	2332
900.00	-32768	-27268	-2044
901.00	9804	21164	18292
902.00	-32768	-22852	-6212
903.00	-1612	20528	17848
904.00	-7632	-13016	-4096
905.00	-32768	-17608	3104
906.00	-32768	-20552	408
907.00	9364	21804	17436
908.00	-18824	-21212	-9412
909.00	-28344	8504	14280
910.00	2076	16620	4764
911.00	-32768	-25864	-5836
912.00	5984	20432	19456
913.00	-6276	-17700	-4912
914.00	-32768	-10732	8276
915.00	5464	22252	14476
916.00	-32768	-16320	-9700
917.00	-8476	17280	18280
918.00	5540	5220	-3248
919.00	-32768	-25136	-828
920.00	2092	23688	18292
921.00	-32768	-25568	-5820
922.00	-676	21420	16424
923.00	-10980	-17204	-4764
924.00	-31492	-8380	8196
925.00	10840	20760	11772
926.00	-25204	-18916	-9020
927.00	-32768	2228	13832
928.00	15764	19236	10312
929.00	-32768	-23688	-7856
930.00	-7332	22612	18288
931.00	-6792	-9968	-4456
932.00	-32768	-17772	3832
933.00	14500	25572	14888
934.00	-32768	-19900	-10216
935.00	-13776	16056	18936
936.00	-4500	1368	-3420
937.00	-32768	-22324	2596
938.00	12992	22644	17296
939.00	-23500	-22656	-11608
940.00	9500	19876	18816
941.00	-15524	-19972	-7204
942.00	-32768	-5432	9696
943.00	8204	21292	11892
944.00	-31868	-20688	-7956
945.00	-7732	19492	18052
946.00	-4444	-3968	340
947.00	-32768	-20492	-5716
948.00	5800	20708	18764
949.00	-2928	-14272	-5500
950.00	-32768	-16168	5032
951.00	6720	23188	14964
952.00	-31308	-24316	-7372
953.00	-4196	18056	19132
954.00	2836	-4172	-2964
955.00	-32768	-27476	-3160
956.00	4016	20784	17232
957.00	-29224	-17492	-10544
958.00	-22596	10056	15452
959.00	10328	14520	2056
960.00	-30100	484	11204
961.00	12952	18564	8104
962.00	-32768	-18236	-9248
963.00	-11672	22244	18140
964.00	552	-6712	-628
965.00	-32768	-24500	-3100
966.00	7816	23460	14412
967.00	-15740	-11704	-5912
968.00	-32768	-11516	8244
969.00	15552	21116	14432
970.00	-32768	-22008	-9936
971.00	-22848	17476	17528
972.00	-144	4824	-416
973.00	-32768	-27692	-700
974.00	12208	22304	17912
975.00	-20224	-25456	-9204
976.00	-32768	3748	13684
977.00	8920	19000	8768
978.00	-32768	-19720	-6804
979.00	8636	22424	15116
980.00	-27216	-16080	-10480
981.00	-17332	14736	15944
982.00	-1032	9572	-1484
983.00	-32768	-24700	-3480
984.00	7932	22784	18120
985.00	-11120	-21820	-7704
986.00	-32768	924	11320
987.00	3920	23436	8356
988.00	-26352	-18696	-9416
989.00	-9224	19260	17796
990.00	5492	-1152	-1872
991.00	-32768	-25940	-76
992.00	1492	21668	16864
993.00	-8324	-18912	-5464
994.00	-32768	-7516	9312
995.00	7384	21196	12380
996.00	-32768	-24592	-7668
997.00	-4492	19668	18100
998.00	-7068	-8180	-3908
999.00	-29152	10536	19012
1000.00	13432	15748	6396
1001.00	-32768	-26896	-5980
1002.00	5468	18136	17904
1003.00	-25184	-19624	-8720
1004.00	-32768	3952	13800
1005.00	14296	18912	6476
1006.00	-32768	-24116	-6260
1007.00	-3536	19984	20380
1008.00	-5240	-776	-2684
1009.00	-32768	-24048	-3396
1010.00	14972	25416	17184
1011.00	-21624	-28088	-10152
1012.00	-32768	9644	15228
1013.00	4468	19332	4600
1014.00	-32768	-25404	-5328
1015.00	7708	19456	19408
1016.00	-10332	-17188	-6132
1017.00	-7512	18016	18076
1018.00	-3624	-1264	-1628
1019.00	-32768	-24296	1100
1020.00	5528	20444	18952
1021.00	-18332	-18372	-9632
1022.00	-30004	7016	12868
1023.00	3356	17188	5640
1024.00	-32768	-24884	-6932
1025.00	2224	22052	19916
1026.00	-1556	-20064	-3676
1027.00	-30448	1416	12648
1028.00	7256	19352	11144
1029.00	-27560	-21212	-10108
1030.00	-23112	8928	15836
1031.00	8836	2332	1396
1032.00	-32768	-29324	-5028
1033.00	3132	22044	16444
1034.00	-25720	-18416	-10416
1035.00	-31188	4648	13848
1036.00	-13692	-14272	-6692
1037.00	-32768	-7100	8228
1038.00	15476	19744	12416
1039.00	-32768	-19212	-9140
1040.00	-21128	17056	18600
1041.00	528	3780	608
1042.00	-32768	-23636	380
1043.00	10440	22884	16632
1044.00	-23812	-27620	-7460
1045.00	-32768	5864	13416
1046.00	9352	21884	9140
1047.00	-32768	-22604	-6440
1048.00	288	18576	17156
1049.00	-4528	-3520	-84
1050.00	-32768	-27128	-2112
1051.00	11524	23984	15796
1052.00	-18776	-21388	-9960
1053.00	-32768	8092	15148
1054.00	2312	19020	7288
1055.00	-32768	-7192	9944
1056.00	7428	21784	10376
1057.00	-32768	-18284	-8140
1058.00	-5972	17932	18988
1059.00	-640	-2540	-3716
1060.00	-32768	-23984	-436
1061.00	6076	22836	15488
1062.00	-19604	-25364	-7536
1063.00	-25644	7492	15360
1064.00	5808	16608	6676
1065.00	-32768	-26416	-5496
1066.00	-1212	18880	19008
1067.00	-4208	-13020	-5228
1068.00	-32768	-11084	6612
1069.00	7660	19808	15428
1070.00	-30184	-23856	-9104
1071.00	-28660	9512	17836
1072.00	14556	16972	5964
1073.00	-32768	-25592	-6328
1074.00	15288	21004	11460
1075.00	-32768	-20284	-9996
1076.00	-13204	18048	18604
1077.00	-3660	-80	-4596
1078.00	-32768	-20200	2184
1079.00	12632	20832	16684
1080.00	-27268	-23040	-9720
1081.00	-32768	9312	16420
1082.00	5576	16408	5556
1083.00	-32768	-25320	-3668
1084.00	5608	20308	18764
1085.00	-13424	-19948	-5244
1086.00	-32768	-10300	7404
1087.00	9608	22240	14016
1088.00	-28568	-16460	-9840
1089.00	-16756	14260	16392
1090.00	872	13616	6556
1091.00	-32768	-25112	-4792
1092.00	9220	17920	18876
1093.00	-32768	-22152	-6624
1094.00	472	20460	19724
1095.00	-860	-6288	-5952
1096.00	-32768	-20068	2508
1097.00	5336	22604	14404
1098.00	-25776	-16916	-9156
1099.00	-21680	12224	16040
1100.00	5016	13444	1668
1101.00	-32768	-27540	-5356
0.00	-11380	-16960	-5828
1.00	516	11280	832
2.00	-32768	-24308	-6228
3.00	3900	18112	18704
4.00	-9228	-13776	-5208
5.00	-32768	-520	10264
6.00	7388	21588	7368
7.00	-32768	-21608	-8056
8.00	-3252	20732	18664
9.00	5000	25408	10460
10.00	-32768	-20044	-8436
11.00	-5208	18328	18924
12.00	1828	-1004	-4472
13.00	-32768	-22652	380
14.00	5944	21400	14976
15.00	-20440	-16512	-9152
16.00	-14144	14976	17900
17.00	6040	4764	832
18.00	-32768	-29228	-1528
19.00	2372	21824	18080
20.00	-17472	-20204	-6744
21.00	-3600	21692	17724
22.00	-4204	-13312	-3984
23.00	-32768	-12392	6184
24.00	8096	21580	13968
25.00	-32768	-17964	-10456
26.00	-12348	20376	18776
27.00	-1484	-6356	-988
28.00	-32768	-20552	3140
29.00	10528	25164	14060
30.00	-27524	-25992	-9340
31.00	-32768	-11072	8968
32.00	15928	21676	14868
33.00	-32768	-23492	-7252
34.00	-5756	19800	19156
35.00	-8012	-11128	-2084
36.00	-32768	-18668	4880
37.00	12200	26264	14340
38.00	-24484	-19668	-10820
39.00	-12732	16904	16432
40.00	-3720	-2196	-1272
41.00	-29608	8748	16212
42.00	-160	14728	5092
43.00	-32768	-26820	-3728
44.00	10640	22428	19704
45.00	-4864	-23212	-7016
46.00	-32768	-10296	8768
47.00	5568	25772	11028
48.00	-32768	-21620	-9016
49.00	-8768	17528	18760
50.00	-724	-11896	-4988
51.00	-32768	-29000	-3640
52.00	3228	20336	17148
53.00	-9760	-19092	-6180
54.00	-32768	-5024	10836
55.00	9028	14812	4500
56.00	-32768	-19000	-7720
57.00	-1940	22108	17296
58.00	-5000	-17588	-3520
59.00	-32768	-11444	7012
60.00	10096	23452	11664
61.00	-32768	-22520	756
62.00	6976	23152	18332
63.00	-25916	-25592	-6644
64.00	-32768	6932	16076
65.00	14296	21848	7000
66.00	-32768	-25572	-7240
67.00	5632	20692	16868
68.00	-19876	-19568	-9312
69.00	-32768	1444	9856
70.00	13732	22572	8696
71.00	-32232	-22184	-8016
72.00	-20940	13576	18128
73.00	-3220	5684	1120
74.00	-32768	-25616	-20
75.00	14404	24376	18464
76.00	-15180	-25100	-9260
77.00	-32768	1612	12724
78.00	5408	24516	6476
79.00	-32768	-24320	-6928
80.00	1832	20904	19496
81.00	-4204	-9788	-5164
82.00	-15888	14788	18012
83.00	1124	5880	2888
84.00	-32768	-26708	-1928
85.00	4500	16752	19928
86.00	-11428	-16516	-8428
87.00	-22364	10392	16636
88.00	3388	12396	3580
89.00	-32768	-28684	-4548
90.00	1932	20952	18024
91.00	-6648	-18660	-5656
92.00	-32768	-16912	3072
93.00	8004	23616	15796
94.00	-32056	-26896	-7480
95.00	-25740	12024	20024
0.00	-32768	-24256	-8176
1.00	-26204	7500	14352
2.00	5512	17544	6236
3.00	-32768	-25644	-5368
4.00	-2932	22232	19004
5.00	-2112	-13780	-4384
6.00	-16272	16216	20564
7.00	6956	1504	-68
8.00	-32768	-25260	-824
9.00	4524	22652	17472
10.00	-23752	-24624	-8824
11.00	-32768	4924	15704
12.00	14868	18480	9748
13.00	-32768	-22204	-7788
14.00	-5588	17736	18104
15.00	-8308	-7304	-6820
16.00	-32768	-15736	4492
17.00	11376	22540	15568
18.00	-25656	-21736	-9972
19.00	-32768	9072	14832
20.00	6836	18252	8172
21.00	-32768	-24056	-6004
22.00	12832	21620	19468
23.00	-16992	-27356	-8540
24.00	-32768	760	12616
25.00	7084	21100	9864
26.00	-32768	-18496	-8208
27.00	6728	24992	16588
28.00	-24268	-19408	-10292
29.00	-21324	14016	16268
30.00	1028	10720	1872
31.00	-32768	-25800	-4108
32.00	7152	22100	17880
33.00	-18672	-22796	-8072
34.00	-24604	10124	15864
35.00	2864	15724	6272
36.00	-32768	-26624	-4148
37.00	-5040	20276	20644
38.00	2824	-9048	-2240
39.00	-32768	-20672	1528
40.00	4448	26668	15864
41.00	-29680	-23700	-10632
42.00	-23776	11052	16792
43.00	12400	14560	5512
44.00	-32768	-28000	-4920
45.00	4752	21800	17664
46.00	-25512	-21764	-9308
47.00	-960	19372	17764
48.00	-13140	-15080	-8120
49.00	-32768	-9628	7516
50.00	14836	21332	13124
51.00	-32768	-25476	-8960
52.00	-20288	17532	18964
53.00	-9448	-10872	-5720
54.00	-32768	-16192	6012
55.00	14068	21772	16072
56.00	-30124	-19696	-11324
57.00	-28720	12020	16336
58.00	7324	17684	7236
59.00	-32768	-21980	-4968
60.00	5516	17064	18176
61.00	-8820	-13756	-5212
62.00	-32768	-14208	5728
63.00	8856	21316	16744
64.00	-24284	-20192	-9244
65.00	-19172	13284	15920
66.00	-404	7848	2496
67.00	-32768	4424	12496
68.00	2444	20584	7984
69.00	-32768	-24500	-6904
70.00	2580	21712	19380
71.00	368	-13316	-3940
72.00	-32768	-16800	4912
73.00	3004	23992	15832
74.00	-31840	-17200	-9660
75.00	-8940	18492	19192
76.00	4948	-4092	-816
77.00	-32768	-23100	244
78.00	-2996	19576	17328
79.00	-5960	-10548	-4584
80.00	-32768	-12236	5872
81.00	9068	18456	14824
82.00	-32768	-19792	-9552
83.00	-24308	12716	16028
84.00	-1764	-7248	-200
85.00	-32768	-20640	3296
86.00	9368	24028	12964
87.00	-32768	-24624	-7332
88.00	4860	20568	18268
89.00	-18104	-21748	-6740
90.00	-32768	-1672	11120
91.00	15380	22580	11324
92.00	-32500	-17916	-8088
93.00	-11872	16044	18988
94.00	-5720	-736	-1484
95.00	-32768	-22416	2696
96.00	14112	25472	17328
97.00	-25916	-22760	-9256
98.00	-20048	14252	17704
99.00	7704	20580	9416
100.00	-32768	-18840	-7792
101.00	9640	22300	20096
102.00	-5740	-19516	-7440
103.00	-32768	-10884	8148
104.00	5340	25716	10748
105.00	-32768	-17648	-9748
106.00	-11260	16648	18436
107.00	-21236	-21456	-9032
108.00	-26152	9028	15380
109.00	4260	4536	-2328
110.00	-32768	-23440	-4792
111.00	4596	23720	16336
112.00	-16300	-22460	-6492
113.00	-29424	2180	13044
114.00	8768	21396	7500
115.00	-32768	-25284	-8388
116.00	-8288	19724	17320
117.00	-360	-5804	-3640
118.00	-32768	-18856	3028
119.00	5180	21764	19048
120.00	-23856	-25980	-7144
121.00	-32768	3692	15812
122.00	15688	18976	10036
123.00	-32768	-21492	-8040
124.00	4000	19832	18620
125.00	-17516	-20412	-6688
126.00	-6996	18164	18960
127.00	-7388	-8652	-2756
128.00	-32768	-19208	4896
129.00	15284	25780	16112
130.00	-23848	-26924	-9704
131.00	-30860	11656	16604
132.00	-3600	1040	-364
133.00	-32768	-26936	-4076
134.00	13068	20652	17608
135.00	-17364	-18480	-10508
136.00	-32768	3760	14052
137.00	3148	20108	6492
138.00	-32768	-23756	-4176
139.00	5036	22484	19872
140.00	2192	14816	3784
141.00	-32768	-26292	-4244
142.00	6484	22188	16528
143.00	-16552	-23180	-8496
144.00	-26884	8604	15052
145.00	3228	17652	7088
146.00	-32768	-7612	7624
147.00	6564	23644	11744
148.00	-32768	-23184	-8344
149.00	-14352	16660	20536
150.00	7084	904	1492
151.00	-32768	-26388	-868
152.00	3376	23128	16440
153.00	-24428	-19712	-10340
154.00	-24624	13048	19000
155.00	10120	11080	1276
156.00	-32768	-26404	-3700
157.00	3088	21808	19504
158.00	-17584	-23740	-7272
159.00	-32768	-2592	12940
160.00	15036	22172	14948
161.00	-31988	-23612	-9648
162.00	-25712	15228	18024
163.00	1796	8496	1532
164.00	-32768	-27276	-1716
165.00	6740	19540	8612
166.00	-32768	-23872	-5136
167.00	11324	17628	18436
168.00	-16264	-20008	-8016
169.00	-32768	-1460	10984
170.00	9444	18924	13240
171.00	-32400	-18120	-8000
172.00	-5196	17896	17280
173.00	-3496	-6864	-1452
174.00	-32768	-23732	1128
175.00	7216	23024	11228
176.00	-30164	-17488	-10360
177.00	-13692	14572	18264
178.00	868	5972	504
179.00	-32768	-25972	-1200
180.00	3696	19400	18996
181.00	-4856	-16908	-6076
182.00	-32768	-7784	6968
183.00	7900	20380	13296
184.00	-32768	-16704	-10468
185.00	2876	23184	16480
186.00	-27952	-16864	-11468
187.00	-25528	9340	14440
188.00	11888	15928	4480
189.00	-32768	-26588	-1756
190.00	3732	23128	17732
191.00	-21956	-22904	-9180
192.00	-32768	3060	14240
193.00	15620	20104	10524
194.00	-32768	-21152	-8792
195.00	1784	20128	19404
196.00	-16752	-18528	-6380
197.00	-32768	-6488	11536
198.00	15980	24472	11384
199.00	-32048	-23600	-10108
200.00	-16988	17800	18296
201.00	2472	12720	-440
202.00	-32768	-26568	-3220
203.00	11264	21708	19508
204.00	-32768	-21620	-6404
205.00	-1268	19588	17420
206.00	-6068	-12784	-3648
207.00	-32768	-20396	2612
208.00	8148	24544	17268
209.00	-32768	-16468	-8764
210.00	-8188	16464	18288
211.00	-2328	340	-1072
212.00	-32768	-24620	772
213.00	5712	20412	20080
214.00	-14492	-22608	-8908
215.00	-29728	5092	13180
216.00	3708	19468	6556
217.00	-32768	-26032	-5860
218.00	-928	19832	21560
219.00	908	-15480	-3412
220.00	-32768	-14904	4200
221.00	8096	17908	12628
222.00	-24648	-24524	-9152
223.00	416	23132	19608
224.00	-11644	-21856	-5716
225.00	-32768	-4744	10056
226.00	11308	22828	8852
227.00	-32768	-21716	-10516
228.00	-4640	18876	18924
229.00	-8524	-9500	-6300
230.00	-32768	-13368	5296
231.00	13656	21592	14460
232.00	-32768	-23416	-9336
233.00	-26328	14124	17960
234.00	4084	10284	3660
235.00	-32768	-27024	-1556
236.00	8560	21452	16772
237.00	-18132	-22096	-7348
238.00	-32768	10672	15292
239.00	4572	17420	4352
240.00	-32768	-25508	-5584
241.00	7332	21760	18780
242.00	336	7688	3380
243.00	-32768	3832	14592
244.00	4232	22260	6876
245.00	-32768	-25556	-5072
246.00	5624	20128	19732
247.00	-3784	-13384	-7088
248.00	-32768	-14868	4208
249.00	7188	21620	13332
250.00	-28008	-16996	-9288
251.00	-2800	20748	18504
252.00	2404	-8268	-3032
253.00	-32768	-24416	1700
254.00	3664	24276	14600
255.00	-25020	-21496	-8276
256.00	-25052	9524	16076
257.00	8696	13596	4092
258.00	-32768	-25136	-5856
259.00	-492	19236	16348
260.00	-6740	-13592	-5228
261.00	-32768	-10440	7044
262.00	9388	20484	13288
263.00	-7144	-14460	-3984
264.00	-32768	-14104	6504
265.00	10492	24984	11548
266.00	-32768	-21232	-11436
267.00	-25684	15652	17288
268.00	6740	9812	3460
269.00	-32768	-24544	-1900
270.00	6436	20584	16660
271.00	-26080	-26880	-8408
272.00	-32768	11368	17288
273.00	5940	15748	6904
274.00	-32768	-25516	-3976
275.00	5084	18024	18808
276.00	-12440	-17576	-6320
277.00	-32768	-7784	7200
278.00	9920	22148	14916
279.00	-28388	-15548	-9364
280.00	-18576	14036	16104
281.00	-5552	-13416	-3180
282.00	-18608	13148	15680
283.00	4732	24184	10172
284.00	-32768	-19572	-7588
285.00	-2084	18492	18904
286.00	288	-3276	-5456
287.00	-32768	-21268	1324
288.00	6528	21780	14696
289.00	-21064	-17864	-9248
290.00	-25008	9288	15316
291.00	4372	16160	4608
292.00	-32768	-27500	-5396
293.00	-404	21900	18676
294.00	-3588	-15336	-5068
295.00	-30340	3820	13116
296.00	11264	17464	8000
297.00	-32768	-22520	-7212
298.00	-8200	20448	16928
299.00	-776	-7280	-2112
300.00	-32768	-17100	3176
301.00	8140	9216	484
302.00	-32768	-24608	-2652
303.00	4292	21672	19124
304.00	-1660	-2264	-2504
305.00	-32768	-22656	1428
306.00	15520	21388	15080
307.00	-32244	-20568	-10564
308.00	-24260	15124	17164
309.00	-84	6460	-1020
310.00	-32768	-28272	-1236
311.00	12848	21944	18760
312.00	-17064	-27404	-8068
313.00	-31320	10980	16264
314.00	2236	15152	3164
315.00	-32768	-25012	-3288
316.00	9824	21404	18928
317.00	-9740	-20596	-8312
318.00	-32768	-8564	7768
319.00	7932	22980	10560
320.00	-30344	-22484	-8212
321.00	7112	23072	19052
322.00	-17536	-24176	-8012
323.00	-26912	9212	14608
324.00	5900	19432	10204
325.00	-32768	-19764	-8592
326.00	-4580	20512	19364
327.00	4444	-7676	-1644
328.00	-32768	-22168	1216
329.00	3524	25580	17152
330.00	-26664	-22156	-9956
331.00	-16816	14352	20316
332.00	8728	6676	-956
333.00	-32768	-27260	-5584
334.00	2936	23488	17292
335.00	-21540	-20500	-10524
336.00	-32032	3864	13072
337.00	13984	21768	7060
338.00	-32768	-25944	-8084
339.00	-8384	22364	18916
340.00	-32768	-25240	-8456
341.00	-24216	14652	18604
342.00	-5864	-4020	-6292
343.00	-32768	-19468	3124
344.00	12612	22468	16392
345.00	-11436	-21820	-5872
346.00	-32768	-10408	6484
347.00	12992	25220	12796
348.00	-26936	-22584	-9548
349.00	-19616	13804	18448
350.00	-7248	-8384	-4880
351.00	-32768	-17764	2272
352.00	10320	21440	17204
353.00	-20548	-21272	-9320
354.00	-26964	9352	15344
355.00	648	13004	4768
356.00	-32768	-27352	-4920
357.00	8816	20252	19300
358.00	-5116	-20224	-5564
359.00	-32768	-10492	9588
360.00	1840	-8292	-3568
361.00	-32768	-22144	1844
362.00	4108	25168	13260
363.00	-25468	-19024	-9028
364.00	-11692	16020	17316
365.00	7724	21432	9152
366.00	-32768	-24684	-7760
367.00	-8576	19484	19104
368.00	2508	-3476	-4128
369.00	-32768	-19008	2272
370.00	5552	21328	17148
371.00	-31940	-17500	-9268
372.00	-18220	19212	16128
373.00	5236	2332	776
374.00	-32768	-26304	-6172
375.00	6140	21660	17656
376.00	-23856	-24240	-7724
377.00	-32768	5488	13904
378.00	15396	19640	8892
379.00	-32768	-13224	9920
380.00	14492	24056	13092
381.00	-31884	-19156	-12524
382.00	-22928	13380	17652
383.00	252	8780	-1748
384.00	-32768	-25616	-1668
385.00	12012	21776	18156
386.00	-4856	-6756	-2064
387.00	-32768	-21600	232
388.00	9944	24488	15552
389.00	-18520	-20900	-9528
390.00	-15316	14144	16284
391.00	-2140	4132	-424
392.00	-32768	-25924	-2176
393.00	7540	22980	19484
394.00	-11512	-24656	-6764
395.00	-32768	388	11332
396.00	4796	22992	9220
397.00	-32768	-22648	-9164
398.00	-1524	19324	19216
399.00	-31456	-24144	-8624
400.00	-16848	14644	18336
401.00	8312	7088	1704
402.00	-32768	-28080	-3260
403.00	1504	18200	17996
404.00	-15540	-16280	-6412
405.00	-31712	-1016	10796
406.00	7448	21628	13024
407.00	-32768	-20056	-10900
408.00	-23572	12840	16896
409.00	10092	10768	748
410.00	-32768	-25368	-2656
411.00	3400	19680	18804
412.00	-20052	-19816	-7408
413.00	-32768	-1880	12744
414.00	15968	22896	9012
415.00	-32768	-23652	-9140
416.00	1792	17244	18652
417.00	-14208	-17780	-5368
418.00	-12916	17064	19632
419.00	-4228	-1400	-800
420.00	-32768	-23448	2776
421.00	12632	24148	16520
422.00	-21644	-18936	-11708
423.00	-32768	7556	13420
424.00	4160	19448	5028
425.00	-32768	-24740	-6276
426.00	5788	22900	18940
427.00	-1944	-1796	-2144
428.00	-32768	-21972	2024
429.00	6360	19844	19116
430.00	-16440	-16644	-9804
431.00	-28952	6728	13176
432.00	3372	17824	5364
433.00	-32768	-25864	-6132
434.00	-276	21044	21516
435.00	548	-15212	-3812
436.00	-32768	-16288	4432
437.00	6164	1304	-76
438.00	-32768	-27480	-6068
439.00	2132	23968	18820
440.00	-20440	-23452	-7884
441.00	-29112	5212	13888
442.00	12596	17792	7652
443.00	-32768	-22148	-7208
444.00	-7296	18256	18248
445.00	-3028	-5236	-3544
446.00	-32768	-15948	3832
447.00	5732	21672	16552
448.00	-25264	-20164	-8368
449.00	-32768	5332	13004
450.00	14352	20532	9212
451.00	-32768	-23248	-6988
452.00	-5088	19256	19352
453.00	-8028	-10276	-2296
454.00	-32768	-17688	5412
455.00	15600	27384	15824
456.00	-29300	-18908	-10088
457.00	13228	26732	16116
458.00	-21584	-23528	-10508
459.00	-31196	9244	16616
460.00	3248	17444	5248
461.00	-32768	-25980	-3596
462.00	9812	20100	19068
463.00	-8424	-16660	-8500
464.00	-32768	-9560	6844
465.00	8500	21184	10932
466.00	-31420	-19912	-8920
467.00	-12240	16308	18064
468.00	3012	13348	4004
469.00	-32768	-25336	-4272
470.00	1504	18460	20876
471.00	-3676	-16632	-5992
472.00	-32768	-9588	6552
473.00	6740	23360	12208
474.00	-32768	-23976	-9168
475.00	-15076	15184	19648
476.00	-24708	-23684	-9540
